Wind_Farm,,Common_name,Name,Number,EPBC_Status,FFG_Status,Bioregional_conservation_status,Type,Report_Table_Num,Potential_Impact,Potential_Impact_Significance,Notes
Victoria Offshore Windfarm project,,Coast Helmet-orchid,Corybas despectans,35,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Late Helmet-orchid,Corybas sp. am. diemenicus (Coastal),3,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Spotted Hyacinth-orchid,Dipodium pardalinum,7,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Golden Cowslips,Diuris behrii,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Swamp Diuris,Diuris palustris,15,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Gum,Eucalyptus diversifolia subsp. megacarpa,30,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Western Peppermint,Eucalyptus falciformis,46,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Bog Gum,Eucalyptus kitsoniana,13,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Large-fruit Yellow-gum,Eucalyptus leucoxylon subsp. megalocarpa,11,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,West-coast Swamp-gum,Eucalyptus ovata subsp. grandiflora,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Purple Eyebright,Euphrasia collina subsp. tetragona,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Rough Eyebright,Euphrasia scabra,3,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Ballart,Exocamos syrticola,39,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Compact Bedstraw,Galium compactum,18,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Tight Bedstraw,Galium curvihirtum,15,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Austral Crane's-bill,Geranium solanderi var. solanderi s.s.,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Clover Glycine,Glycine Iatrobeana,7,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Grampians Goodenia,Goodenia lineata,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Silky Golden-tip,Goodia pubescens,4,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Dwarf Brooklime,Gratiola pumilo,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Small-flower Grevillea,Grevillea micrantha,6,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Eichler's Raspwort,Haloragis eichleri,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Square Rasport,Haloragis exalata var. exalata,5,VU,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Prickly Raspwort,Haloragis myriocarpa,11,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Pale Guinea-flower,Hibbertia pallidiflora,40,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Swamp Onion-orchid,Hydrorchis orbicularis,8,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Tufted Club-sedge,Isolepis wakefieldiana,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Ixodia,Ixodia achillaeoidcs subsp. arenicola,9,VU,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Rough Blown-grass,Lachnagrostis rudis subsp. rudis,11,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Purbple Blown-grass,Lachnagrostis semibarbata var. filifolia,1,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Drooping Velvet-bush,Lasiopetalum schulzcnii,12,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Bushy Peppercress,Lepidium desvauxii,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Leafy Peppercress,Lepidium foliosum,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Basalt Pepper-cress,Lepidium hyssopifolium,,EN,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Hoary Rapier-sedge,Lepidosperma canescens,32,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Shiny Tea-tree,Leptospermum turbinatum,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Slender Stylewort,Levenhookia turbinatum,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Showy Lobelia,Lobelia beaugleholei,15,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Oval-leaf Logania,Logania ovata,30,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Small-flower Mat-rush,Lomandra micrantha subsp. tuberculata,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Lax Twig-sedge,Machaerina laxa,18,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Giant Honey-myrtle,Melaleuca armillaris subsp. armillaris,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Salt Paperbark,Melaleuca halmaturorum,1,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Common Morel,Morchella esculenta,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coastal Lignum,Muehlenbeckia gunnil,14,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Rough Daisy-bush,Olearia asterotricha,10,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Shiny Daisy-bush,Olearia passerinoides subsp. glutescens,2,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Lax Marsh-flower,Ornduffia umbricola var. umbricola,7,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Morning Flag,Orthrosanthus multiilorus,10,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Forked Rice-flower,Pimelea hewardiana,14,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Fescue,Poa billardierei,13,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Scaly Poa,Poa fax,5,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Dwarf Coast Poa,Poa halmaturina,4,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Dune Poa,Poa poiformis var. ramifer,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Glenelg Pomaderris,Pomaderris halmaturina subsp. continentls,5,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Maroon Leek-orchid,Prasophyllum frenchii,,EN,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Green Leek-orchid,Prasophyllum lindleyanum,2,,X,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coastal Leek-orchid,Prasophyllum litorale,64,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Slender Leek-orchid,Prasophyllum parviflorum,4,,X,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Silurian Leek-orchid,Prasophyllum pyriformc s.s.,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,White Leek-orchid,Prasophyllum sp. aff odoratum C,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Densc Leek-orchid,Prasophyllum spicatum,,VU,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Green-striped Greenhood,Pterostylis chlorogramma,4,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Leafy Grecnhood,Ptcrostylis cucullata subsp. cucullata,16,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Long-tongue Shell-orchid,Pterostylis dolichochila,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Small Sickle Greenhood,Pterostylis lustra,9,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Swamp Greenhood,Pterostylis tenuissima,,VU,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Bush-pea,Pultenaca canaliculata,10,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Otway Bush-pea,Pultenaca prolifera,36,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Twin-leaf,Roepera billardierei,8,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Saltwort,Salsola tragus subsp. pontica,4,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Dune Fan-flower,Scaevola calcndulacea,13,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Wiry Bog-sedge,Schoenus arset,11,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Small Bog-sedge,Schoenus deformis,4,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Sand Fireweek,Senecio hispidissimus,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Large-fruit Fireweed,Senecio macrocarpus,,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Swamp Fireweed,Senecio psilocarpus,4,VU,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Fireweed,Senecio X orarius,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Branching Scale-rush,Sporadanthus tasmanicus,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Dandelion,Taraxacum cygnorum,18,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Clustered Lily,Thelionema umbellatum,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Blotched Sun-orchid,Thelymitra benthamiana,12,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Metallic Sun-orchid,Thelymitra epipactoides,,EN,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Winter Sun-orchid,Thelymitra hiemalis,7,,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Inflated Sun-orchid,Thelymitra inflata,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Spiral Sun-orchid,Thelymitra matthewsii,,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Plum Orchid,Thelymitra mucida,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Crimson Sun-orchid,Thelymitra X macmillanii,2,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Prickly Arrowgrass,Triglochin mucronata,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Coast Speedwell,Veronica hillebrandii,11,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Tiny Violet,Viola seppeltiana,26,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,One-flower Early Nancy,Wurmbea uniflora,5,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Tufted Grass-tree,Xanthorrhoea caespitosa,1,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Parsley Xanthosia,Xanthosia leiophylla,7,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Southern Xanthosia,Xanthosia tasman ca,3,,,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Swamp Everlasting,Xerochrysum palustre,3,VU,L,,Threatened flora,A5,,,
Victoria Offshore Windfarm project,,Green and Golden Bell Frog,Litoria aurea,1,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Growling Grass Frog,Litona raniformis,13,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Southern Toadlet,P scudophrync sem Imarmorata,11,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Antipodean Albatross,Diomedea antipodensis,,"VU, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Arctic Jaeger,Stercorarius parasiticus,12,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Black-browed A Ibatross,Thalassarche melanophris,65,"VU, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Blue Petrel,Haloba ena caerulea,11,VU,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Buller's Albatross,Thalassarche bulleri,3,"VU, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Campbell Albatross,Thalassarche impavida,,"VU, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Fairy Prion,Pachyptila turtur,53,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Flesh -footed Shearwater,Ardenna carneipes,8,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Fork-tailed Swift,Apus pacificus,19,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Gould's Petrel,Pterodroma leucopteru,1,EN,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Grey Petrel,Proccllaria cinerea,1,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Grey-headed Albatross,Thalassarche chrysostoma,17,"EN, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Indian Yellow-nosed Albatross,Thalassarche carteri,42,"VU, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Light-mantled Sooty Albatross,Phoebetria palpebrate,2,Mi,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Little Tern,Sternula albifrons,20,Mi,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Northern Giant-Petrel,Macronectes halli,7,"VU, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Northern Royal Albatross,Diomedca sanfordi,,"EN, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Pomarine Jaeger,Stercorarinus pomarinus,7,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Salvin's Albatross,Thalassarche salvini,,"VU, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Short-tailcd Shearwatcr,Ardenna tenuirostris,108,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Shy Albatross,Thalassarche cauta,49,"VU, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Soft-plumaged Petrel,Ptcrodroma mollis,1,VU,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Sooty Albatross,Phocbetria fusca,1,"VU, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Sooty Shearwater,Ardenna grisea,26,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Southern Giant-Petrel,Macronectes gigantcus,25,"EN, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Southern Royal Albatross,Diomedea epomophora,4,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Wandering Albatross,Diomedca exulans,22,"VU, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,White -capped Albatross,Thalassarche steadi,2,"VU, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,White-chinncd Pctrcl,Procellaria aequinoctialis,2,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,White-faced Storm-Petrel,Pelagodroma marina,15,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Wilson's Storm-PetreI,Oceanites oceanicus,7,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australian Bustard,Ardcotis australis,1,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Barking Owl,Ninox connivens,5,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Black-faced Monarch,Monarcha melanopsis,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Black Falcon,Falco subniger,8,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Chestnut-lumped Heath wren,Calamanthus pyrrhopygius,3,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Diamond Dove,Geopclia cuneata,1,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Diamond Firetail,Stagonopleura guttata,4,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Great Egret,Ardea alba,153,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Grey Falcon,Falco hypoleucos,,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Grey Goshawk,Accipiter novachollandiae,13,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Grey -crowned Babbler,Pomatostomus temporalis,3,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Ground Cuckoo-shrike,Caracina maxima,2,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Ground Parrot,Pezoporus wallicus,22,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Hooded Robin,Melanodpyas cucullata,16,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,King Quail,Synoicus chinensis,2,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Mallee fowl,Leipoa ocellata,10,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Masked Owl,Tyt o nova e hollandiae,5,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Painted Honeyeater,Grantiella picta,,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,PIains-wanderer,Pedionomus torquatus,,CR,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Powerful Owl,Ninox strenua,41,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Red-tailed Black-Cockatoo (south-eastern),Calyptorhynchus banksii graptogyne,194,EN,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Regent Honey eater,Anth chaera Phrygia,2,CR,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Rufous Bristlebird,Dasyornis broadbenti,113,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Rufous Bristlebird (Coorong),Dasyornis broadbenti broadbenti,141,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Rufous Bristlebird (Otway),Dasyornis broadbenti caryochrous,1,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Rufous Fantail,Rhipidura rufifrons,28,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Satin Flycatcher,Myuagra cyan oleuca,23,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Square-tailed Kite,Lophoictinia isura,4,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Swift Parrot,Lath amus discolor,,CR,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,White-throated Needletail,Hirundapus caudacu tus,51,"VU,Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Yellow Wagtail,Motacilla flava,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australasian Bittern,Botaurus poiciloptilus,41,EN,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australasian Shoveler,Spatu la rhynchotis,51,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australian Fairy Tern,Sternula nereis nereis,,VU,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australian Gull-billed Tern,Gelochelidon macrotarsa,6,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australian Little Bittern,Ixobrychus dubius,1,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australian Painted Snipe,Rostratula australis,3,EN,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Baillon's Crake,Porzana pusilla,5,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Bar-tailed Godwit,Limosa lapponica,26,"VU,Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Black-tailed Godwit,Limosa limosa,2,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Blue-billed Duck,Oxyura australis,12,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Broad-billed Sandpiper,Limicola falcincllus,2,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Brolga,Antigone rubicunda,546,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Caspian Tern,Hydroprogne Caspia,141,Mi,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Common Greenshank,Tringa nebularia,64,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Common Sandpiper,Actitis hypoleucos,41,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Common Tern,Sterna hirundo,2,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Curlew Sandpiper,Calidris ferruginea,34,"CR, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Double-banded Plover,Charadrius bicinctus,68,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Eastern Curlew,Numenius madagascariensis,14,"CR, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Eastem Great Egret,Ardea alba modesta,77,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Fairy Prion,Pachyptila turtur,40,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Fairy Prion (southern),Pachyptila turtur subantarctica,,vor,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Fairy Tern,Sternula nereis,10,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Freckled Duck,Stictonetta naevosa,4,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Glossy Ibis,Plegadis falcincllus,1,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Great Knot,Calidris tenuirostris,2,"CR, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Greater Sand Plover,Charadrius leschenaultii,3,"VU,Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Grey Plover,Pluvialis squatarola,8,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Grey- tailed Tattler,Tringa brev ipes,2,Mi,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Hardhead,Aythya australis,25,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Hooded Plover,Thinomis cucullatus,193,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Latham's Snipe,Gallinago hardwickii,32,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Lewin's Rail,Lewinia pectoral is,32,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Little Curlew,Num enius minutus,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Little Egret,Egretta garzctta,69,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Magpie Goose,Anseranas semipalmata,11,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Marsh Sandpiper,Tringa stagnatilis,4,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Musk Duck,Biziura lobata,225,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Night Parrot,Pezoporus occudentalis,,EN,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Northern Buller's Albatross,Thalassarche bulleri platei,,VU,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Orange-bellied Parrot,Neophema chrysogaster,23,CR,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Oriental Plover,Charadrius veredus,1,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Osprey,Pandion haliaetus,3,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Pacific Golden Plover,Pluvialis fulva,2,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Pectoral Sandpiper,Calidris melanotos,1,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Pin-tailed Snipe,Gallinago stenura,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Plumed Egret,Ardea intermedia plumifera,14,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Red Knot,Calidris canutus,4,"EN, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Red-necked Stint,Calidris ruficollis,149,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Ruddy Turnstone,Arenaria interpres,19,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Sand erling,Calidris alba,71,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Sharp-tailed Sandpiper,Calidris acuminata,54,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Swinhoe's Snipe,Gallinago megala,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Terek Sandpiper,Xenus cinereus,3,Mi,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Whimbrel,Numeniuspha eopus,3,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,White-bellied Sea-Eagle,Haliaeetus leucogaster,42,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Wood Sandpiper,Tringa glareola,5,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australian Grayling,Prototroctes maraena,,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Eastern Dwarf Galaxias,Galaxiella pusilla,,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Little Galaxias,Galaxiella toourtkoourt,14,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Variegated Pygmy Perch,Nannoperca variegata,1,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Yarra Pygmy Perch,N annoperca obscura,34,VU,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Mackerel Shark,Lamna nasus,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Shortfin Mako,Isurus oxyrinchus,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,White Shark,Carcharodon carcharias,,"VU, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Southern Hooded Shrimp,Athanopsis australis,1,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Caddisfly,Plectrotarsus gravenhorstii,1,,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Large Bronze Azure Butterfly,Ogyris h almaturia,1,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Squeak Beetle,Hygrobia australasiae,1,,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Glenelg Spiny Crayfish,Euastacus bispinosus,4,EN,L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Australian Sea-lion,Neophoca cinerea,8,EN,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Blue Whale,Balaenoptera musculus,24,"EN, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Bryde's Whale,Balaenoptera edeni,1,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Dusky Dolphin,Lagcnorhynchus obscurus,,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Fin Whale,Balaenoptera physalus,,"VU, Mi",,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Humpback Whale,Megaptera novaeangliae,,"VU, Mi",L,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Killer Whale,Orcinus orca,13,Mi,,,Threatened fauna,A6,,,
Victoria Offshore Windfarm project,,Long-nosed Fur Seal,Arctophoca forsteri,3,,,,Threatened fauna,A6,,,
